Rk,Player,Age,Team,Pos,G,GS,MP,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,WIN %,VALUE,AAV,Salary,,,Max Salary,Multipler
202,Jose Alvarado,26,NOP,PG,56,23,1366,0.523,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2,0.256,-0.266219788,9.420323326,"8,754,794",,,,
259,Seth Curry,34,CHO,SG,68,14,1062,0.616,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,0.232,-0.266452238,9.374133949,"8,711,868",,,,
196,Ayo Dosunmu,25,CHI,SG,46,26,1394,0.585,16.6,1.6,1,2.5,0.087,-1.4,-0.2,-1.6,0.1,0.476,-0.267876187,9.327944573,"8,668,941",,,,
298,Shake Milton,28,2TM,SG,57,2,837,0.563,16.7,0.8,0.5,1.3,0.077,-1.7,-0.5,-2.2,0,,-0.274341442,9.281755196,"8,626,015",,,,
70,Spencer Dinwiddie,31,DAL,PG,79,30,2136,0.553,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,0.476,-0.277051278,9.23556582,"8,583,089",,,,
374,Keaton Wallace,25,ATL,PG,31,5,501,0.503,16.4,-0.1,0.5,0.4,0.034,-3.3,1,-2.3,0,0.488,-0.277563136,9.189376443,"8,540,163",,,,
268,Dejounte Murray,28,NOP,PG,31,31,1012,0.494,27.3,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1,0.256,-0.278727767,9.143187067,"8,497,237",,,,
147,Georges Niang,31,ATL,PF,28,2,644,0.595,20.3,0.4,0.3,0.7,0.051,-0.8,-2.3,-3.1,-0.2,0.488,-0.278801447,9.096997691,"8,454,310",,,,
226,Moussa Diabaté,23,CHO,C,71,8,1241,0.609,13.4,1.8,1.5,3.2,0.125,-1.4,-0.4,-1.9,0,0.232,-0.279288572,9.050808314,"8,411,384",,,,
137,Amir Coffey,27,LAC,SG,72,13,1748,0.614,15.3,2.4,1.7,4,0.111,-1.5,-0.2,-1.7,0.1,0.61,-0.286028622,9.004618938,"8,368,458",,,,
315,Eric Gordon,36,PHI,SG,39,13,768,0.591,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,0.293,-0.287967128,8.958429561,"8,325,532",,,,
340,Delon Wright,32,2TM,PG,40,7,635,0.44,11.3,0,0.7,0.7,0.053,-2.8,1.4,-1.4,0.1,,-0.291497674,8.912240185,"8,282,606",,,,
307,Caleb Houstan,22,ORL,SF,58,6,788,0.605,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0,0.5,-0.292124597,8.866050808,"8,239,680",,,,
130,Duncan Robinson,30,MIA,SF,74,37,1785,0.595,19.2,1.3,1.4,2.7,0.071,-0.7,-1.1,-1.7,0.1,0.451,-0.292258475,8.819861432,"8,196,753",,,,
240,Cody Martin,29,CHO,SF,39,8,967,0.528,14.6,0.3,1,1.3,0.063,-2.3,1.1,-1.2,0.2,0.232,-0.300396948,8.773672055,"8,153,827",,,,
101,Julian Champagnie,23,SAS,SF,82,29,1932,0.577,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,0.415,-0.301331025,8.727482679,"8,110,901",,,,
106,Gary Trent Jr.,26,MIL,SG,74,9,1893,0.591,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2,0.585,-0.308499803,8.681293303,"8,067,975",,,,
173,Jerami Grant,30,POR,PF,47,47,1524,0.523,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,0.439,-0.312886031,8.635103926,"8,025,049",,,,
319,Andre Drummond,31,PHI,C,40,23,751,0.535,19.1,0.2,1,1.2,0.078,-2.4,-0.8,-3.2,-0.2,0.293,-0.313827213,8.58891455,"7,982,123",,,,
373,Jamal Cain,25,NOP,SF,37,0,502,0.544,17,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2,0.256,-0.326240759,8.542725173,"7,939,196",,,,
287,Adem Bona,21,PHI,C,58,11,905,0.714,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,0.293,-0.328367884,8.496535797,"7,896,270",,,,
207,Bogdan Bogdanović,32,2TM,SG,54,4,1348,0.559,18.7,0.7,1.2,1.9,0.069,-1.8,-0.2,-2,0,,-0.330087202,8.45034642,"7,853,344",,,,
369,Colby Jones,22,2TM,SG,39,0,515,0.544,13.7,0.1,0.4,0.6,0.053,-3.3,0.4,-2.8,-0.1,,-0.332064082,8.404157044,"7,810,418",,,,
242,Precious Achiuwa,25,NYK,C,57,10,1170,0.53,14.9,0.7,1.7,2.3,0.095,-2.1,0.2,-1.9,0,0.622,-0.33811179,8.357967667,"7,767,492",,,,
314,Orlando Robinson,24,TOR,C,35,8,713,0.523,18.6,0.4,0.7,1.1,0.074,-2.9,-0.5,-3.5,-0.3,0.366,-0.343850351,8.311778291,"7,724,565",,,,
317,Landry Shamet,27,NYK,SG,50,0,762,0.601,14.8,0.5,0.5,1,0.065,-1.9,-0.6,-2.4,-0.1,0.622,-0.345558779,8.265588915,"7,681,639",,,,
334,Antonio Reeves,24,NOP,SG,44,6,660,0.579,18.8,0.4,0,0.4,0.029,-1.2,-2,-3.2,-0.2,0.256,-0.345935046,8.219399538,"7,638,713",,,,
333,Tosan Evbuomwan,23,BRK,SF,28,0,665,0.53,19.1,0,0.6,0.6,0.044,-3,-0.3,-3.2,-0.2,0.317,-0.347624454,8.173210162,"7,595,787",,,,
125,Dorian Finney-Smith,31,2TM,PF,63,40,1818,0.604,12.3,1.5,1.4,2.9,0.078,-1.1,0.1,-1,0.5,,-0.348422699,8.127020785,"7,552,861",,,,
264,Jamison Battle,23,TOR,SF,59,10,1042,0.59,15.3,1,0.7,1.7,0.079,-0.9,-1.3,-2.3,-0.1,0.366,-0.351367258,8.080831409,"7,509,935",,,,
221,Nick Richards,27,PHO,C,36,34,816,0.645,17,1.3,0.6,1.9,0.112,-1.9,-2.1,-3.9,-0.4,0.439,-0.35585548,8.034642032,"7,467,008",,,,
258,Jusuf Nurkić,30,PHO,C,25,23,592,0.556,18.7,-0.3,0.8,0.5,0.039,-3.9,0.5,-3.4,-0.2,0.439,-0.35695189,7.988452656,"7,424,082",,,,
76,Dennis Schröder,31,3TM,PG,75,49,2105,0.531,21.6,1.5,1.7,3.2,0.073,-1.3,-0.9,-2.2,-0.1,,-0.36028642,7.942263279,"7,381,156",,,,
314,Orlando Robinson,24,2TM,C,44,8,770,0.519,18.5,0.4,0.8,1.2,0.072,-3,-0.4,-3.4,-0.3,,-0.362387333,7.896073903,"7,338,230",,,,
368,Rob Dillingham,20,MIN,PG,49,1,516,0.503,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,0.598,-0.364923758,7.849884527,"7,295,304",,,,
341,Jericho Sims,26,2TM,C,53,5,632,0.639,7.6,0.5,0.7,1.3,0.096,-3.1,0.1,-3,-0.2,,-0.366512652,7.80369515,"7,252,378",,,,
72,Max Christie,21,LAL,SG,46,25,1154,0.598,13.9,1,0.9,2,0.081,-1.8,0,-1.8,0,0.61,-0.370281123,7.757505774,"7,209,451",,,,
150,Kevin Huerter,26,SAC,SG,43,15,899,0.524,17.2,0.1,0.8,0.8,0.044,-2.3,0,-2.3,-0.1,0.488,-0.371656706,7.711316397,"7,166,525",,,,
180,Kevin Porter Jr.,24,LAC,SG,45,2,884,0.476,25.9,-1.2,1.4,0.2,0.011,-3.2,0.7,-2.5,-0.1,0.61,-0.372798922,7.665127021,"7,123,599",,,,
366,Bismack Biyombo,32,SAS,C,28,26,528,0.576,12.3,0.2,0.6,0.8,0.071,-3.6,0,-3.6,-0.2,0.415,-0.373917019,7.618937644,"7,080,673",,,,
218,Johnny Juzang,23,UTA,SG,64,18,1270,0.573,17.6,1.3,0.3,1.6,0.06,-0.9,-1.4,-2.3,-0.1,0.207,-0.374470865,7.572748268,"7,037,747",,,,
283,Trendon Watford,24,BRK,PF,44,6,913,0.557,23.3,0,0.8,0.7,0.038,-2.3,-0.8,-3.1,-0.3,0.317,-0.376635902,7.526558891,"6,994,820",,,,
271,Brandon Boston Jr.,23,NOP,SG,42,10,993,0.535,20,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1,0.256,-0.380668687,7.480369515,"6,951,894",,,,
344,Daniel Theis,32,NOP,C,38,9,621,0.558,11.6,0.6,0.4,1,0.077,-3.3,0,-3.3,-0.2,0.256,-0.386026196,7.434180139,"6,908,968",,,,
125,Dorian Finney-Smith,31,LAL,PF,43,20,1239,0.598,11.5,0.9,0.9,1.8,0.07,-1.6,0.1,-1.5,0.2,0.61,-0.388434014,7.387990762,"6,866,042",,,,
147,Georges Niang,31,2TM,PF,79,3,1697,0.607,17.9,1.5,1.4,2.9,0.081,-1.1,-1.2,-2.3,-0.1,,-0.388902944,7.341801386,"6,823,116",,,,
221,Nick Richards,27,2TM,C,57,43,1256,0.634,17.3,1.8,1.2,3,0.114,-2,-1.3,-3.3,-0.4,,-0.392271228,7.295612009,"6,780,190",,,,
352,Cam Reddish,25,LAL,SF,33,8,589,0.498,8.8,0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,0.61,-0.395318239,7.249422633,"6,737,263",,,,
312,Lindy Waters III,27,GSW,SG,38,9,655,0.498,14.6,0,0.8,0.8,0.057,-3.5,0.4,-3.1,-0.2,0.585,-0.401629156,7.203233256,"6,694,337",,,,
310,Pelle Larsson,23,MIA,SG,55,8,782,0.546,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,0.451,-0.405673421,7.15704388,"6,651,411",,,,
133,Scoot Henderson,20,POR,PG,66,10,1759,0.54,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,0.439,-0.405732284,7.110854503,"6,608,485",,,,
312,Lindy Waters III,27,2TM,SG,52,9,778,0.504,14.8,0.1,0.9,1,0.062,-3,0.2,-2.8,-0.2,,-0.40973962,7.064665127,"6,565,559",,,,
324,Gary Harris,30,ORL,SG,48,3,711,0.524,9.5,0.1,0.9,1,0.067,-3.9,1.2,-2.7,-0.1,0.5,-0.418933237,7.018475751,"6,522,633",,,,
362,Dillon Jones,23,OKC,SF,54,3,551,0.464,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4,-0.3,0.829,-0.423742065,6.972286374,"6,479,706",,,,
240,Cody Martin,29,2TM,SF,53,8,1173,0.509,14.7,0.1,1.2,1.3,0.054,-2.8,1.1,-1.7,0.1,,-0.430319802,6.926096998,"6,436,780",,,,
215,Jonathan Mogbo,23,TOR,PF,63,18,1286,0.496,15,0.3,1.6,1.9,0.071,-2.9,1,-1.9,0,0.366,-0.435840889,6.879907621,"6,393,854",,,,
230,Ben Sheppard,23,IND,SG,63,9,1228,0.555,11.3,1,1,2.1,0.081,-2.2,0.2,-2,0,0.61,-0.437557498,6.833718245,"6,350,928",,,,
170,Ziaire Williams,23,BRK,SF,63,45,1541,0.55,18.2,0.5,1.6,2.1,0.065,-2.2,-0.1,-2.3,-0.1,0.317,-0.44495083,6.787528868,"6,308,002",,,,
16,Keegan Murray,24,SAC,PF,76,76,2610,0.553,15,2.4,2.1,4.4,0.082,-0.8,-0.8,-1.6,0.2,0.488,-0.455032698,6.741339492,"6,265,075",,,,
318,Svi Mykhailiuk,27,UTA,SF,38,13,760,0.526,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,0.207,-0.460464999,6.695150115,"6,222,149",,,,
253,Ja'Kobe Walter,20,TOR,SG,52,18,1103,0.523,18.2,0.3,0.9,1.2,0.052,-2.3,-0.6,-3,-0.3,0.366,-0.465010267,6.648960739,"6,179,223",,,,
150,Kevin Huerter,26,2TM,SG,69,31,1679,0.544,17.5,0.6,1.3,1.9,0.054,-1.8,-0.2,-2,0,,-0.465237203,6.602771363,"6,136,297",,,,
177,Matas Buzelis,20,CHI,SF,80,31,1511,0.571,18.7,0.5,1.4,1.9,0.06,-2,-0.5,-2.5,-0.2,0.476,-0.467282932,6.556581986,"6,093,371",,,,
107,Anthony Black,21,ORL,PG,78,10,1887,0.521,19.6,-0.6,3,2.4,0.061,-3.1,1.2,-1.9,0,0.5,-0.471069821,6.51039261,"6,050,445",,,,
220,Javonte Green,31,NOP,SG,50,18,1092,0.569,10.9,0.8,0.6,1.4,0.063,-2.5,0.3,-2.2,0,0.256,-0.471343209,6.464203233,"6,007,518",,,,
337,Herbert Jones,26,NOP,SF,20,20,648,0.541,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,0.256,-0.474479715,6.418013857,"5,964,592",,,,
227,Jeremiah Robinson-Earl,24,NOP,PF,66,9,1239,0.563,14.4,1.3,0.5,1.7,0.067,-0.9,-1.6,-2.5,-0.2,0.256,-0.475539536,6.37182448,"5,921,666",,,,
46,Kentavious Caldwell-Pope,31,ORL,SG,77,77,2279,0.574,12.4,1.5,3.1,4.6,0.096,-3,1.6,-1.4,0.3,0.5,-0.478661968,6.325635104,"5,878,740",,,,
84,Jaylen Wells,21,MEM,SG,79,74,2043,0.56,15.9,2.1,1.4,3.5,0.083,-1.2,-1,-2.2,-0.1,0.585,-0.480753614,6.279445727,"5,835,814",,,,
262,Oso Ighodaro,22,PHO,PF,61,6,1045,0.61,10.5,1.1,0.6,1.6,0.075,-2.9,0.3,-2.6,-0.2,0.439,-0.486198779,6.233256351,"5,792,888",,,,
281,Bruce Brown,28,NOP,PG,23,12,569,0.488,15.9,0.1,0.2,0.2,0.02,-3.4,-1.2,-4.6,-0.4,0.256,-0.486483118,6.187066975,"5,749,961",,,,
155,Peyton Watson,22,DEN,SF,68,18,1656,0.564,13.9,1,1.5,2.5,0.073,-2.1,0.3,-1.8,0.1,0.61,-0.495755816,6.140877598,"5,707,035",,,,
213,Tyrese Martin,25,BRK,SG,60,11,1315,0.533,18.8,0,0.9,0.9,0.033,-1.4,-1.2,-2.6,-0.2,0.317,-0.498042369,6.094688222,"5,664,109",,,,
219,Ron Holland,19,DET,SF,81,2,1266,0.556,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3,-0.3,0.537,-0.500791045,6.048498845,"5,621,183",,,,
79,Kelly Oubre Jr.,29,PHI,SF,60,57,2078,0.551,18.9,1.2,1.4,2.6,0.061,-1.7,-0.6,-2.3,-0.1,0.293,-0.502667261,6.002309469,"5,578,257",,,,
233,Caleb Martin,29,PHI,SF,31,24,943,0.531,14.2,0.1,0.5,0.6,0.03,-2.3,-0.2,-2.5,-0.1,0.293,-0.502916909,5.956120092,"5,535,330",,,,
68,Tim Hardaway Jr.,32,DET,SG,77,77,2153,0.567,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0,0.537,-0.505465217,5.909930716,"5,492,404",,,,
207,Bogdan Bogdanović,32,ATL,SG,24,0,598,0.502,18.9,-0.4,0.4,-0.1,-0.006,-4.1,-0.6,-4.7,-0.4,0.488,-0.51199424,5.863741339,"5,449,478",,,,
69,Bennedict Mathurin,22,IND,SF,72,49,2149,0.579,22.8,1.3,1.8,3,0.068,-1.3,-1.5,-2.9,-0.5,0.61,-0.514003995,5.817551963,"5,406,552",,,,
76,Dennis Schröder,31,GSW,SG,24,18,628,0.474,21.2,-0.5,0.7,0.2,0.012,-4.6,-0.6,-5.2,-0.5,0.585,-0.521340406,5.771362587,"5,363,626",,,,
325,Micah Potter,26,UTA,C,38,10,705,0.563,10.3,0.2,0.3,0.4,0.03,-2.9,-0.6,-3.5,-0.3,0.207,-0.521795212,5.72517321,"5,320,700",,,,
249,Julian Phillips,21,CHI,SF,79,5,1123,0.571,12.9,1,0.8,1.9,0.08,-2.6,-0.4,-3,-0.3,0.476,-0.524768818,5.678983834,"5,277,773",,,,
152,A.J. Green,25,MIL,SG,73,7,1659,0.621,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,0.585,-0.528460239,5.632794457,"5,234,847",,,,
124,Haywood Highsmith,28,MIA,SF,74,42,1818,0.583,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,0.451,-0.531116658,5.586605081,"5,191,921",,,,
228,Simone Fontecchio,29,DET,SF,75,0,1237,0.544,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,0.537,-0.531124713,5.540415704,"5,148,995",,,,
72,Max Christie,21,DAL,SG,32,11,973,0.543,16.8,0,0.7,0.7,0.035,-2.4,-1,-3.4,-0.3,0.476,-0.533026357,5.494226328,"5,106,069",,,,
329,Blake Wesley,21,SAS,SG,58,0,683,0.51,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,0.415,-0.534427562,5.448036952,"5,063,143",,,,
220,Javonte Green,31,2TM,SG,68,19,1258,0.541,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,,-0.537431821,5.401847575,"5,020,216",,,,
339,Maxi Kleber,33,DAL,PF,34,4,637,0.489,8.7,0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,0.476,-0.540940765,5.355658199,"4,977,290",,,,
284,KJ Martin,24,2TM,PF,43,16,912,0.618,11.5,1.1,0.2,1.3,0.068,-3.2,-0.3,-3.6,-0.4,,-0.547173542,5.309468822,"4,934,364",,,,
110,Andrew Nembhard,25,IND,SG,65,65,1881,0.545,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,0.61,-0.550100746,5.263279446,"4,891,438",,,,
281,Bruce Brown,28,2TM,PG,41,12,922,0.504,17.2,0.1,0.6,0.7,0.035,-3.2,-0.6,-3.8,-0.4,,-0.553320323,5.217090069,"4,848,512",,,,
75,Keyonte George,21,UTA,PG,67,35,2109,0.539,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,0.207,-0.566742397,5.170900693,"4,805,585",,,,
64,Taurean Prince,30,MIL,SF,80,73,2166,0.613,12.5,1.3,2.2,3.5,0.077,-2,0.3,-1.7,0.1,0.585,-0.575087408,5.124711316,"4,762,659",,,,
273,Andre Jackson Jr.,23,MIL,SG,67,43,980,0.554,11.9,0.1,1,1.2,0.059,-3.6,0.2,-3.4,-0.3,0.585,-0.592372323,5.07852194,"4,719,733",,,,
164,Gradey Dick,21,TOR,SG,54,54,1587,0.543,21,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,0.366,-0.598122902,5.032332564,"4,676,807",,,,
326,Jett Howard,21,ORL,SF,60,0,701,0.491,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,0.5,-0.599490251,4.982678984,"4,630,661",,,,
157,Tristan Da Silva,23,ORL,SF,74,38,1629,0.522,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,0.5,-0.599839745,4.924942263,"4,577,004",,,,
267,Kris Murray,24,POR,SF,69,6,1040,0.472,13.9,-0.2,0.9,0.7,0.033,-3.1,0.1,-3,-0.3,0.439,-0.614594536,4.867205543,"4,523,346",,,,
244,Justin Edwards,21,PHI,SF,44,26,1155,0.559,16.9,0.4,0.5,0.9,0.039,-2.1,-1.6,-3.7,-0.5,0.293,-0.620198044,4.809468822,"4,469,688",,,,
272,Dalen Terry,22,CHI,SG,73,5,987,0.546,14.9,0.2,0.8,1.1,0.052,-4,0.2,-3.8,-0.5,0.476,-0.620733961,4.751732102,"4,416,030",,,,
265,Noah Clowney,20,BRK,PF,46,20,1042,0.516,19,-0.3,0.8,0.5,0.023,-3.1,-1,-4.1,-0.5,0.317,-0.629583391,4.693995381,"4,362,373",,,,
285,Jaden Hardy,22,DAL,SG,57,3,907,0.549,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,0.476,-0.634194761,4.636258661,"4,308,715",,,,
372,Elfrid Payton,30,2TM,PG,24,9,511,0.34,15.2,-0.9,0.3,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6,,-0.644407625,4.57852194,"4,255,057",,,,
97,Yves Missi,20,NOP,C,73,67,1956,0.572,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3,-0.5,0.256,-0.670192567,4.520785219,"4,201,400",,,,
100,Kyle Kuzma,29,MIL,PF,33,32,1049,0.545,21.4,-0.6,0.9,0.3,0.014,-2.9,-1.8,-4.7,-0.7,0.585,-0.683278904,4.463048499,"4,147,742",,,,
100,Kyle Kuzma,29,WAS,PF,32,30,887,0.488,27.1,-1.7,0.4,-1.3,-0.068,-3,-2.3,-5.2,-0.7,0.22,-0.688606389,4.405311778,"4,094,084",,,,
223,Ricky Council IV,23,PHI,SF,73,12,1250,0.502,20.3,0.1,0.5,0.6,0.023,-2,-2.3,-4.3,-0.7,0.293,-0.697184211,4.347575058,"4,040,426",,,,
117,Zaccharie Risacher,19,ATL,SF,75,73,1843,0.558,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,0.488,-0.698707602,4.289838337,"3,986,769",,,,
233,Caleb Martin,29,2TM,SF,45,24,1218,0.513,14.4,0,0.7,0.6,0.025,-2.9,-0.2,-3.2,-0.4,,-0.710849924,4.232101617,"3,933,111",,,,
72,Max Christie,21,2TM,SG,78,36,2127,0.57,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,,-0.726526593,4.174364896,"3,879,453",,,,
65,Stephon Castle,20,SAS,PG,81,47,2162,0.522,26,0.1,1,1.1,0.025,-1.5,-1.7,-3.2,-0.6,0.415,-0.727145084,4.116628176,"3,825,795",,,,
88,Davion Mitchell,26,2TM,PG,74,37,2027,0.573,13.6,1.3,1.6,3,0.07,-2.8,0.2,-2.6,-0.3,,-0.750386611,4.058891455,"3,772,138",,,,
297,KJ Simpson,22,CHO,PG,36,15,842,0.437,19.1,-1,0.5,-0.4,-0.025,-4.5,-0.9,-5.4,-0.7,0.232,-0.753736789,4.001154734,"3,718,480",,,,
160,Corey Kispert,25,WAS,SF,61,0,1602,0.584,17.5,1,0.1,1.1,0.032,-1.4,-2.2,-3.7,-0.7,0.22,-0.764163173,3.943418014,"3,664,822",,,,
154,Terry Rozier,30,MIA,PG,64,23,1658,0.497,20.4,-0.5,1.5,1,0.029,-2.6,-1,-3.7,-0.7,0.451,-0.780188469,3.885681293,"3,611,165",,,,
88,Davion Mitchell,26,TOR,PG,44,22,1080,0.536,13.1,0,0.7,0.7,0.031,-4,-0.3,-4.3,-0.6,0.366,-0.795304835,3.827944573,"3,557,507",,,,
308,Vasilije Micić,31,CHO,PG,36,16,764,0.462,20.3,-1.1,0.3,-0.9,-0.056,-4.4,-2.4,-6.8,-0.9,0.232,-0.80375621,3.770207852,"3,503,849",,,,
198,Julian Strawther,22,DEN,SG,65,4,1384,0.559,17.8,0.5,0.8,1.3,0.043,-3.1,-1.4,-4.5,-0.9,0.61,-0.806280463,3.712471132,"3,450,191",,,,
194,Ryan Dunn,22,PHO,SF,74,44,1410,0.517,16.7,0.2,0.7,1,0.034,-2.9,-1.2,-4.1,-0.7,0.439,-0.812795128,3.654734411,"3,396,534",,,,
338,AJ Johnson,20,WAS,SG,22,11,595,0.478,17,-0.4,0,-0.4,-0.033,-5.8,-2.5,-8.3,-0.9,0.22,-0.818391161,3.596997691,"3,342,876",,,,
184,Jamal Shead,22,TOR,PG,75,11,1467,0.499,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,0.366,-0.823246891,3.53926097,"3,289,218",,,,
126,Alex Sarr,19,WAS,C,67,67,1814,0.482,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1,-3.3,-0.6,0.22,-0.839118956,3.481524249,"3,235,561",,,,
257,DaQuan Jeffries,27,CHO,SG,47,20,1071,0.518,13.5,0,0.6,0.6,0.027,-4,-0.7,-4.7,-0.7,0.232,-0.840292604,3.423787529,"3,181,903",,,,
338,AJ Johnson,20,2TM,SG,29,11,639,0.48,17.4,-0.5,0,-0.4,-0.032,-5.6,-2.5,-8.1,-1,,-0.844271117,3.366050808,"3,128,245",,,,
308,Vasilije Micić,31,2TM,PG,41,16,785,0.462,19.9,-1.2,0.2,-1,-0.06,-4.6,-2.4,-7,-1,,-0.849393533,3.308314088,"3,074,587",,,,
102,Keon Johnson,22,BRK,SG,79,56,1925,0.499,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,0.317,-0.851655116,3.250577367,"3,020,930",,,,
166,Patrick Williams,23,CHI,PF,63,36,1576,0.512,16.9,-0.9,1.3,0.4,0.012,-3,-0.7,-3.7,-0.7,0.476,-0.913026947,3.192840647,"2,967,272",,,,
171,Gabe Vincent,28,LAL,PG,72,11,1527,0.536,13.5,0.3,1,1.3,0.039,-3.8,-0.1,-4,-0.8,0.61,-0.9545035,3.135103926,"2,913,614",,,,
86,Jalen Wilson,24,BRK,PF,79,22,2031,0.541,16.6,0.9,1,1.9,0.046,-2.6,-1.3,-3.9,-1,0.317,-0.985351898,3.077367206,"2,859,957",,,,
212,Jordan Hawkins,22,NOP,SG,56,9,1321,0.504,21,-0.7,0.1,-0.5,-0.02,-2.4,-3,-5.4,-1.2,0.256,-0.989869426,3.019630485,"2,806,299",,,,
99,Bilal Coulibaly,20,WAS,SF,59,59,1948,0.515,17.9,-0.6,0.9,0.3,0.008,-3,-0.7,-3.7,-0.8,0.22,-1.035568172,2.961893764,"2,752,641",,,,
224,Tidjane Salaün,19,CHO,PF,60,10,1244,0.457,15.2,-0.9,0.9,0,0.002,-4.3,-0.8,-5.2,-1,0.232,-1.046840912,2.904157044,"2,698,983",,,,
199,Nick Smith Jr.,20,CHO,SG,60,27,1369,0.502,20.8,-0.9,0.3,-0.5,-0.019,-3.2,-2.6,-5.7,-1.3,0.232,-1.080926884,2.846420323,"2,645,326",,,,
128,Kyshawn George,21,WAS,SG,68,38,1802,0.503,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,0.22,-1.15649665,2.788683603,"2,591,668",,,,
108,Josh Green,24,CHO,SG,68,67,1887,0.559,11.8,0.4,1,1.5,0.037,-4.5,0.2,-4.3,-1.1,0.232,-1.21911043,2.730946882,"2,538,010",,,,
100,Kyle Kuzma,29,2TM,PF,65,62,1936,0.514,24,-2.3,1.3,-0.9,-0.024,-2.9,-2,-4.9,-1.4,,-1.250920107,2.673210162,"2,484,352",,,,
260,Cody Williams,20,UTA,SG,50,21,1060,0.419,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4,0.207,-1.277328473,2.615473441,"2,430,695",,,,
119,Isaiah Collier,20,UTA,PG,71,46,1839,0.494,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,0.207,-1.3738215,2.557736721,"2,377,037",,,,
28,Bub Carrington,19,WAS,PG,82,57,2458,0.514,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,0.22,-1.569426211,2.5,"2,323,379",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
